市区町村名,大字・丁目名,小字・通称名,緯度,経度
鎌倉市,岩瀬,,35.347034,139.54942
高浜市,稗田町三丁目,,34.928854,136.995207
石巻市,須江,中埣,38.451027,141.254326
板橋区,双葉町,,35.759009,139.697964
墨田区,横川一丁目,,35.705656,139.808556
高砂市,阿弥陀町阿弥陀,,34.800761,134.770569
守口市,大久保町一丁目,,34.750061,135.595083
市原市,牛久,,35.399819,140.137769
堺市中区,伏尾,,34.515098,135.49284
東松山市,大字大谷,,36.076075,139.404866
柏崎市,東柳田,,37.378104,138.580884
川崎市川崎区,桜本二丁目,,35.522386,139.723514
大川市,大字榎津,,33.204954,130.373584
神戸市長田区,明泉寺町一丁目,,34.678538,135.144818
堺市北区,中百舌鳥町五丁,,34.554944,135.503652
富士宮市,大中里,,35.228629,138.590775
小平市,学園東町,,35.727002,139.486821
小樽市,若松一丁目,,43.185735,141.007627
福岡市博多区,半道橋一丁目,,33.582229,130.436495
仙台市若林区,新弓ノ町,,38.240799,140.890849
函館市,桔梗三丁目,,41.843146,140.729949
横浜市戸塚区,舞岡町,,35.400061,139.556021
小田原市,曽比,,35.316949,139.134301
宮崎市,大字恒久,,31.891887,131.41985
犬山市,大字善師野,小橋,35.389921,136.985066
彦根市,稲里町,,35.225353,136.200704
横浜市戸塚区,戸塚町,,35.383248,139.528818
大阪市旭区,新森一丁目,,34.716109,135.549693
根室市,昭和町四丁目,,43.32194,145.59492
越谷市,大字南荻島,,35.89942,139.763949
宇都宮市,徳次郎町,,36.657801,139.83881
菊池市,赤星,,32.964718,130.81014
倉敷市,真備町尾崎,,34.62745,133.67824
長岡市,与板町本与板,,37.551381,138.797762
長岡市,中之島中条,,37.574267,138.839213
阿南市,橘町,汐谷山,33.877134,134.645884
川口市,大字西新井宿,,35.84872,139.730985
明石市,二見町東二見,,34.697401,134.883264
豊見城市,字金良,,26.179523,127.707744
本庄市,沼和田,,36.254227,139.18498
長野市,大字石渡,,36.65936,138.238598
藤沢市,西俣野,,35.382166,139.484328
加西市,朝妻町,,34.915169,134.87579
大分市,大字佐野,,33.221583,131.725318
大垣市,木呂町,,35.368761,136.577734
名古屋市南区,三吉町四丁目,,35.073011,136.916543
富士見市,大字下南畑,,35.852012,139.567432
岡山市東区,金田,,34.634806,134.019154
吹田市,西御旅町,,34.748672,135.526367
厚木市,関口,,35.488545,139.365306
佐野市,犬伏下町,,36.327317,139.599307
中野市,大字立ケ花,,36.733031,138.309778
天理市,布留町,,34.59831,135.851592
旭川市,神居二条十七丁目,,43.751446,142.341104
熊本市中央区,平成三丁目,,32.782137,130.705827
藤沢市,藤が岡三丁目,,35.348372,139.49886
墨田区,横川二丁目,,35.705388,139.812313
富士市,神谷新町,,35.159458,138.742291
神戸市東灘区,岡本六丁目,,34.733753,135.272412
稲敷市,神宮寺,,35.952227,140.370349
札幌市南区,真駒内公園,,42.999681,141.342531
上越市,東城町三丁目,,37.107942,138.262204
豊島区,池袋二丁目,,35.736136,139.708951
田原市,豊島町,釜鋳硲,34.668242,137.285227
枚方市,船橋本町二丁目,,34.854291,135.682087
豊橋市,南大清水町,藤ケ谷,34.688842,137.371724
志布志市,有明町野井倉,,31.459938,131.069213
豊橋市,石巻小野田町,寺西,34.829962,137.446973
帯広市,西二十四条南四丁目,,42.910549,143.122474
米原市,長沢,,35.351126,136.287147
新潟市西蒲区,竹野町,,37.764594,138.869749
鎌倉市,津,,35.31214,139.502914
知多市,清水が丘一丁目,,34.992829,136.876341
寝屋川市,点野一丁目,,34.780688,135.607388
大分市,大字神崎,,33.246529,131.536581
世田谷区,新町一丁目,,35.627351,139.648215
八幡浜市,松本町二丁目,,33.463662,132.427552
北見市,東陵町,,43.822481,143.899171
丸亀市,飯山町東坂元,,34.269841,133.853891
小松島市,中郷町,加藤,34.009272,134.572438
仙台市青葉区,芋沢,大竹原,38.284212,140.761084
横浜市港南区,上永谷一丁目,,35.403586,139.576651
渋川市,川島,,36.530681,138.974251
船橋市,米ケ崎町,,35.712263,140.005565
川崎市川崎区,浜町二丁目,,35.515412,139.719183
加西市,北条町北条,,34.934637,134.824053
藤枝市,稲川,,34.861957,138.25979
那覇市,字安里,,26.220381,127.694323
市川市,大野町二丁目,,35.75374,139.9521
多賀城市,山王,北寿福寺,38.299109,140.964119
高槻市,大字原,,34.883354,135.592496
松本市,大字和田,,36.203035,137.912874
福山市,神辺町,十三軒屋,34.550983,133.356314
尼崎市,昭和南通四丁目,,34.720919,135.414097
津島市,新開町五丁目,,35.171435,136.748412
葛飾区,東金町八丁目,,35.779771,139.888727
さいたま市南区,内谷六丁目,,35.837187,139.647614
静岡市駿河区,丸子五丁目,,34.941762,138.352797
笛吹市,御坂町金川原,,35.627436,138.679777
和歌山市,狐島,,34.248962,135.147029
豊中市,岡上の町一丁目,,34.783132,135.464799
大阪市港区,田中二丁目,,34.664689,135.447448
平塚市,下島,,35.370584,139.339833
摂津市,一津屋二丁目,,34.759748,135.56537
春日部市,西金野井,,35.98602,139.821955
池田市,緑丘二丁目,,34.822711,135.444137
焼津市,石津,,34.845428,138.315269
前橋市,西大室町,,36.387471,139.193702
千葉市中央区,矢作町,,35.603152,140.142156
雲南市,加茂町大西,,35.333879,132.917621
尼崎市,武庫の里二丁目,,34.765154,135.384724
広島市西区,古江西町,,34.388248,132.405058
小林市,大字細野,,31.997364,130.972102
江別市,あさひが丘,,43.087171,141.54037
門真市,古川町,,34.741756,135.598026
岩出市,岡田,,34.261558,135.33481
古河市,鴻巣,,36.170284,139.710662
福岡市早良区,大字脇山,,33.498667,130.366671
岸和田市,大沢町,,34.384272,135.446485
松戸市,西馬橋四丁目,,35.818258,139.906071
甲府市,下曽根町,,35.592454,138.575691
名古屋市港区,入場一丁目,,35.110745,136.85391
川崎市中原区,宮内一丁目,,35.592971,139.644822
江別市,野幌屯田町,,43.097689,141.510988
旭市,川口,,35.715209,140.605122
八代市,井上町,,32.513139,130.6293
白山市,中成二丁目,,36.526702,136.554774
倉敷市,真備町上二万,,34.606696,133.704015
宮崎市,高洲町,,31.899947,131.444279
福津市,東福間一丁目,,33.773794,130.510151
浅口市,金光町佐方,,34.527552,133.604583
堺市北区,百舌鳥陵南町三丁,,34.545677,135.492856
草津市,野路東五丁目,,34.993843,135.951472
豊田市,土橋町八丁目,,35.059311,137.130313
下妻市,大串,,36.200462,139.976573
苫小牧市,音羽町二丁目,,42.644603,141.609897
枚方市,津田西町三丁目,,34.805746,135.697613
三鷹市,上連雀五丁目,,35.695878,139.55403
北九州市小倉北区,熊谷一丁目,,33.860034,130.866578
養父市,口米地,,35.38546,134.81668
白石市,郡山,卯当,38.004241,140.649473
府中市,分梅町二丁目,,35.665456,139.466869
甲賀市,水口町宇川,,34.961763,136.143546
都城市,立野町,,31.730603,131.100346
沖縄市,美里四丁目,,26.351533,127.815241
出水市,六月田町,,32.111745,130.340009
江戸川区,瑞江二丁目,,35.69504,139.897678
長野市,大字風間,,36.637843,138.22529
神戸市垂水区,名谷町,,34.661472,135.073107
中野区,鷺宮三丁目,,35.723684,139.643669
文京区,向丘二丁目,,35.723344,139.757368
郡上市,八幡町中坪,,35.756355,136.95596
呉市,焼山本庄四丁目,,34.30372,132.554604
館山市,船形,,35.026521,139.846743
金沢市,大浦町,ヌ,36.623999,136.651384
春日井市,細野町,,35.297224,137.062722
大阪市東住吉区,矢田三丁目,,34.604863,135.528418
氷見市,上田子,,36.8112,136.992381
石狩市,花川南一条五丁目,,43.150542,141.307388
横浜市鶴見区,佃野町,,35.516319,139.676213
練馬区,大泉学園町一丁目,,35.758922,139.589526
高知市,三園町,,33.574898,133.533067
姫路市,広畑区西夢前台八丁目,,34.813418,134.633471
練馬区,貫井四丁目,,35.743298,139.630958
品川区,東五反田五丁目,,35.631526,139.723168
松戸市,西馬橋四丁目,,35.815454,139.903694
燕市,佐渡山,,37.71272,138.917839
松原市,南新町四丁目,,34.57367,135.534304
八代市,奈良木町,,32.481716,130.61776
草加市,柳島町,,35.821902,139.786173
東大阪市,稲田新町一丁目,,34.688999,135.58388
郡山市,富久山町福原,猪田,37.421231,140.391839
長野市,松代町東条,,36.558254,138.209419
一宮市,柚木颪,東流,35.312818,136.835525
日置市,東市来町湯田,,31.656886,130.319128
七尾市,阿良町,,37.04674,136.964532
堺市堺区,大浜北町二丁,,34.577159,135.463636
裾野市,深良,,35.198843,138.920428
朝倉市,屋永,,33.397032,130.67909
東大阪市,岩田町六丁目,,34.666963,135.604041
北九州市八幡東区,日の出一丁目,,33.874551,130.81933
桜井市,大字上之庄,,34.521799,135.838988
横浜市青葉区,鴨志田町,,35.558008,139.510379
加古川市,加古川町大野,,34.779595,134.857662
太田市,南矢島町,,36.25969,139.382673
大阪市平野区,平野南一丁目,,34.619997,135.556712
千葉市稲毛区,園生町,,35.644269,140.104791
練馬区,早宮三丁目,,35.751296,139.655074
河内長野市,中片添町,,34.431805,135.575083
広島市安佐北区,亀山五丁目,,34.526797,132.49934
名古屋市中区,金山三丁目,,35.146099,136.905918
都城市,立野町,,31.729445,131.094615
宇都宮市,針ケ谷町,,36.485184,139.858975
習志野市,谷津四丁目,,35.684432,140.00767
大和郡山市,横田町,,34.620108,135.804678
杉並区,宮前三丁目,,35.6948,139.610672
加賀市,潮津町,ム,36.347533,136.358572
品川区,大井五丁目,,35.599685,139.726359
須坂市,大字小河原,,36.684463,138.301244
玉野市,梶岡,,34.556507,134.002556
小平市,天神町一丁目,,35.730311,139.49537
大阪市西成区,岸里東一丁目,,34.631675,135.496575
長崎市,花丘町,,32.791474,129.864476
茨木市,大字大岩,,34.882733,135.544966
町田市,鶴川一丁目,,35.587728,139.479326
半田市,向山町三丁目,,34.908597,136.952092
氷見市,阿尾,,36.878474,136.984343
亀岡市,稗田野町柿花,三十代,35.02042,135.53499
大船渡市,赤崎町,山口,39.065918,141.737636
三条市,直江町三丁目,,37.618956,138.934466
大阪市東住吉区,杭全八丁目,,34.631942,135.540956
足立区,東和一丁目,,35.765399,139.836244
寝屋川市,錦町,,34.761523,135.616928
延岡市,桜小路,,32.579424,131.659577
佐伯市,大字鶴望,,32.963384,131.882194
八王子市,下恩方町,,35.66805,139.246261
東久留米市,幸町一丁目,,35.761938,139.525668
相模原市緑区,川尻,,35.609171,139.279125
倉敷市,玉島阿賀崎四丁目,,34.549511,133.668454
沼津市,大平,,35.074326,138.910702
土浦市,中村南一丁目,,36.042119,140.168302
藤井寺市,藤ケ丘三丁目,,34.561822,135.599275
大田区,千鳥一丁目,,35.574387,139.691351
柏市,鷲野谷,,35.844692,140.038682
盛岡市,手代森,四地割,39.657108,141.20858
墨田区,八広二丁目,,35.71465,139.82713
墨田区,江東橋二丁目,,35.69427,139.811602
八尾市,天王寺屋三丁目,,34.604535,135.613336
京都市伏見区,深草直違橋五丁目,,34.958516,135.771418
伊予市,中村,,33.730962,132.691342
板橋区,徳丸一丁目,,35.768715,139.666743
滝沢市,土沢,,39.746577,141.101994
蕨市,塚越三丁目,,35.824157,139.698813
大阪市住之江区,西加賀屋二丁目,,34.618669,135.475965
鎌倉市,材木座五丁目,,35.307115,139.551393
板橋区,成増一丁目,,35.77245,139.629848
沖縄市,中央三丁目,,26.339056,127.801955
下関市,大字阿内,,34.087837,131.004949
久留米市,山本町豊田,,33.309921,130.577878
岡山市北区,青江一丁目,,34.632474,133.916844
水戸市,森戸町,,36.31799,140.514311
北名古屋市,久地野,河原,35.238467,136.901033
飯能市,大字落合,,35.828665,139.319512
高山市,三福寺町,,36.152485,137.262633
目黒区,東山一丁目,,35.645523,139.692319
姫路市,大塩町,,34.778211,134.762188
港区,赤坂六丁目,,35.66991,139.734077
大阪市北区,西天満一丁目,,34.6934,135.509039
宇都宮市,新里町,丙,36.630385,139.826313
海津市,平田町今尾,,35.257083,136.633236
盛岡市,下米内二丁目,,39.716951,141.180165
川崎市高津区,明津,,35.569006,139.63756
枚方市,町楠葉二丁目,,34.86864,135.678014
北九州市小倉北区,高尾一丁目,,33.86435,130.85602
八千代市,吉橋,,35.742246,140.083906
酒田市,黒森,葭葉山,38.8581,139.808456
世田谷区,宮坂二丁目,,35.652032,139.641167
豊橋市,天伯町,豊,34.706229,137.419478
八王子市,諏訪町,,35.677014,139.293094
うるま市,字赤道,,26.359953,127.829816
宗像市,池田,,33.855442,130.553715
大洲市,長浜,,33.61398,132.487712
大和市,下鶴間一丁目,,35.488842,139.457629
指宿市,十町,,31.256855,130.630299
熊本市西区,池上町,,32.790529,130.667117
札幌市白石区,菊水元町六条一丁目,,43.073803,141.407306
大阪市東住吉区,北田辺四丁目,,34.63181,135.528743
尼崎市,西本町三丁目,,34.714003,135.413725
佐世保市,鹿子前町,,33.16305,129.688815
八尾市,小畑町二丁目,,34.641641,135.609554
宮崎市,大字瓜生野,,31.968786,131.392364
札幌市東区,東苗穂八条二丁目,,43.09663,141.410529
名古屋市北区,福徳町六丁目,,35.212584,136.903772
吹田市,朝日が丘町,,34.773081,135.519149
杉並区,永福三丁目,,35.678355,139.636881
観音寺市,豊浜町姫浜,,34.080062,133.64098
静岡市葵区,足久保口組,,35.04464,138.355077
蕨市,塚越二丁目,,35.827052,139.69738
長井市,五十川,,38.135388,140.042821
高萩市,大字下手綱,,36.723258,140.70916
世田谷区,桜丘四丁目,,35.641895,139.623578
佐賀市,大和町大字川上,,33.31649,130.256329
光市,大字岩田,,33.981106,131.997348
横浜市鶴見区,下末吉四丁目,,35.521364,139.671019
三郷市,彦倉,,35.843879,139.864362
東松山市,大字上唐子,,36.035024,139.332303
豊島区,池袋本町一丁目,,35.741211,139.716311
大阪市西成区,聖天下一丁目,,34.637359,135.50048
豊田市,畝部東町,中切,35.003933,137.154829
室蘭市,中島町三丁目,,42.35042,141.023813
青森市,大字新城,山田,40.829822,140.671554
新潟市秋葉区,大安寺,,37.805065,139.155336
府中市,若松町三丁目,,35.675734,139.508138
垂水市,海潟,,31.533439,130.709858
松山市,勝岡町,,33.898176,132.725251
東海市,荒尾町,中屋敷,35.032541,136.910284
荒川区,東尾久八丁目,,35.750494,139.767336
八王子市,宮下町,,35.704309,139.309341
藤沢市,亀井野一丁目,,35.385384,139.472579
仙台市青葉区,中山六丁目,,38.295162,140.838015
豊橋市,二川町,西向山,34.715764,137.449094
さいたま市岩槻区,大字表慈恩寺,,35.975644,139.708549
神戸市西区,伊川谷町井吹,,34.683443,135.022978
四日市市,三重八丁目,,34.989485,136.584338
横浜市中区,根岸町三丁目,,35.418336,139.641568
豊島区,長崎二丁目,,35.73041,139.692881
四日市市,桜町,,34.992212,136.539214
弘前市,大字葛原,大柳,40.631109,140.38386
金沢市,大桑一丁目,,36.533003,136.677162
玉名市,石貫,,32.952001,130.564806
横浜市神奈川区,新子安一丁目,,35.490881,139.655642
大津市,千町四丁目,,34.947081,135.890728
大阪市阿倍野区,松崎町三丁目,,34.6409,135.518135
春日市,春日八丁目,,33.518179,130.467129
宝塚市,弥生町,,34.794435,135.369736
甲斐市,長塚,,35.669234,138.531628
大阪市住吉区,我孫子五丁目,,34.600313,135.505888
川崎市宮前区,菅生二丁目,,35.598784,139.55277
江戸川区,西一之江三丁目,,35.694874,139.877838
豊中市,西泉丘一丁目,,34.786028,135.484223
北九州市小倉南区,大字呼野,,33.755344,130.863538
神戸市兵庫区,鵯越町,,34.68108,135.154471
厚木市,飯山,,35.467303,139.335534
習志野市,茜浜三丁目,,35.659902,140.008132
大阪市東淀川区,西淡路五丁目,,34.741806,135.50989
我孫子市,布佐,,35.857573,140.129198
唐津市,久里,,33.408288,129.992225
久留米市,梅満町,,33.309501,130.489014
平川市,高畑,熊沢,40.568169,140.572061
浦添市,仲間一丁目,,26.248776,127.723258
さいたま市見沼区,大字蓮沼,,35.931666,139.66198
長野市,篠ノ井東福寺,,36.573674,138.168521
新居浜市,上泉町,,33.93739,133.312594
沼田市,沼須町,,36.629587,139.05043
新宿区,西新宿五丁目,,35.69108,139.685923
福島市,五十辺,遠瀬戸,37.774488,140.486614
北区,神谷二丁目,,35.771274,139.727905
新潟市東区,太平一丁目,,37.944523,139.117751
足立区,千住橋戸町,,35.740116,139.798598
葛飾区,堀切四丁目,,35.747492,139.826079
江別市,元江別,,43.118259,141.523454
東村山市,秋津町四丁目,,35.778087,139.483961
名古屋市天白区,原五丁目,,35.118696,136.995418
宮崎市,清武町今泉,,31.856861,131.363791
新居浜市,船木,,33.940738,133.353749
川崎市宮前区,菅生六丁目,,35.592728,139.563008
ふじみ野市,亀久保二丁目,,35.859237,139.508825
八潮市,大字小作田,,35.825958,139.836807
横浜市戸塚区,下倉田町,,35.386103,139.542806
豊川市,萩町,雨田,34.872756,137.326585
福山市,神辺町,上竹田,34.544714,133.443604
安城市,東端町,祈祷,34.908312,137.024879
横浜市保土ケ谷区,新桜ケ丘一丁目,,35.451052,139.56407
東広島市,西条町御薗宇,,34.416095,132.756458
松戸市,幸田二丁目,,35.845427,139.924752
春日市,白水池三丁目,,33.510009,130.448826
江東区,牡丹二丁目,,35.670526,139.795087
八尾市,老原九丁目,,34.602658,135.596321
神戸市須磨区,妙法寺,津江田,34.677428,135.119608
長崎市,飯香浦町,,32.729349,129.931738
岡崎市,大幡町,東方便野,34.908582,137.27248
二本松市,茶園二丁目,,37.59077,140.442285
大阪市住吉区,東粉浜三丁目,,34.617798,135.49223
三浦市,初声町和田,,35.188122,139.619063
四日市市,小杉町,,34.995277,136.612362
吹田市,垂水町一丁目,,34.76453,135.499616
福岡市東区,大字下原,,33.679771,130.460844
足利市,福富町,,36.316494,139.465395
静岡市駿河区,宮本町,,34.963688,138.385019
川口市,大字安行原,,35.837651,139.765152
東広島市,黒瀬町国近,,34.341018,132.724144
えびの市,大字原田,,32.043712,130.883933
品川区,上大崎三丁目,,35.632775,139.719301
嬉野市,嬉野町大字不動山,甲,33.080136,129.966671
秋田市,浜田,家後,39.676279,140.075764
豊川市,御津町御馬,東,34.804414,137.314763
志木市,柏町六丁目,,35.830297,139.567401
名古屋市緑区,万場山一丁目,,35.095211,136.968785
千葉市中央区,長洲一丁目,,35.601284,140.121781
鹿児島市,小山田町,,31.656952,130.488047
茂原市,庄吉,,35.457419,140.263637
鈴鹿市,庄野東二丁目,,34.87993,136.528836
つがる市,柏玉水,,40.806517,140.405285
函館市,白鳥町,,41.791438,140.743681
日野市,大字日野,,35.680539,139.40668
香芝市,磯壁三丁目,,34.537309,135.701895
南島原市,口之津町乙,,32.595151,130.179038
秋田市,手形,大松沢,39.731935,140.133355
相模原市中央区,田名,,35.565683,139.331195
藤枝市,本郷,,34.913999,138.210075
長崎市,磯道町,,32.696991,129.847864
足立区,梅田五丁目,,35.770009,139.793352
茅ヶ崎市,萩園,,35.349814,139.382037
港区,白金台二丁目,,35.633172,139.730808
山形市,大字風間,,38.301883,140.377869
中津川市,手賀野,,35.47662,137.500103
草加市,新善町,,35.847749,139.780661
新居浜市,船木,,33.932686,133.32465
恵那市,東野,,35.430533,137.462172
堺市北区,金岡町,,34.562813,135.518472
姫路市,野里堀留町,,34.84401,134.703094
岡崎市,岡町,下野川,34.93229,137.208679
箕面市,坊島一丁目,,34.833063,135.479218
尼崎市,大浜町一丁目,,34.707901,135.388863
島田市,竹下,,34.848399,138.116425
仙台市太白区,中田町,杉ノ下,38.195216,140.892529
行橋市,大字長音寺,,33.734472,130.954093
名古屋市天白区,高島二丁目,,35.104123,137.001524
中野区,江古田一丁目,,35.724656,139.67218
大阪市北区,天神橋八丁目,,34.715348,135.512134
泉佐野市,大木,,34.352218,135.375537
日野市,大坂上三丁目,,35.674781,139.389279
高山市,桜町,,36.146715,137.260331
熊谷市,間々田,,36.233674,139.350279
南アルプス市,沢登,,35.626507,138.471281
稲沢市,祖父江町三丸渕,平口,35.2243,136.727449
高崎市,山名町,,36.28626,139.016123
札幌市豊平区,月寒東二条十八丁目,,43.017658,141.418181
宇都宮市,岩曽町,,36.582021,139.91155
徳島市,佐古二番町,,34.07902,134.538859
さいたま市南区,大字大谷口,,35.858235,139.693187
北区,中十条三丁目,,35.763886,139.723049
大月市,賑岡町強瀬,,35.615594,138.953008
福島市,春日町,,37.767627,140.475571
北区,西ケ原四丁目,,35.744093,139.733708
熊本市北区,龍田六丁目,,32.834543,130.755658
摂津市,千里丘六丁目,,34.786872,135.539161
津山市,小田中,,35.069062,133.994474
河内長野市,加賀田,,34.427211,135.563967
広島市安佐南区,中筋三丁目,,34.450942,132.480219
岡崎市,福岡町,御坊山,34.908807,137.155404
八女市,矢原,,33.186192,130.548313
西尾市,緑町三丁目,,34.879969,137.059407
熊本市中央区,帯山七丁目,,32.807824,130.754492
太宰府市,宰都二丁目,,33.517218,130.497663
沼津市,内浦重寺,,35.033158,138.894044
津市,半田,,34.701668,136.50298
船橋市,上山町一丁目,,35.728619,139.973174
青森市,浪岡大字五本松,平野,40.724158,140.614709
知多市,八幡,荒古後,35.002412,136.87579
京都市右京区,鳴滝川西町,,35.028601,135.705401
福岡市博多区,大井二丁目,,33.604308,130.443024
高知市,春野町芳原,,33.505624,133.512184
港区,北青山三丁目,,35.668796,139.714384
湯沢市,字大島町,,39.178257,140.48544
仙台市青葉区,上愛子,北原道上,38.274923,140.74712
大川市,大字三丸,,33.191152,130.393181
知立市,山屋敷町,桐山,35.008986,137.05397
川口市,大字峯,,35.834547,139.770525
名古屋市東区,主税町四丁目,,35.18112,136.920876
加古川市,野口町北野,,34.757413,134.875171
川越市,大字南田島,,35.904313,139.509366
ふじみ野市,上福岡五丁目,,35.871378,139.511618
大田区,仲六郷四丁目,,35.541898,139.709496
大阪市阿倍野区,阪南町六丁目,,34.621198,135.513094
京都市東山区,今熊野南日吉町,,34.984608,135.777719
沖縄市,桃原一丁目,,26.330969,127.826105
取手市,ゆめみ野四丁目,,35.922877,140.041582
静岡市駿河区,小坂,,34.927122,138.344458
臼杵市,大字大野,,33.148776,131.791701
松山市,平井町,,33.814063,132.840074
府中市,栗柄町,,34.5491,133.241658
八街市,大関,,35.675857,140.290726
刈谷市,高須町,艮,34.978091,137.010284
つくば市,みどりの中央,,36.024915,140.064331
浦安市,堀江一丁目,,35.657592,139.895972
札幌市東区,中沼町,,43.118219,141.43855
北九州市小倉北区,木町一丁目,,33.873997,130.867139
宇部市,大字東岐波,,33.960077,131.340537
高岡市,荒屋敷,,36.740059,136.966407
町田市,金井ヶ丘四丁目,,35.57966,139.47412
福岡市中央区,白金一丁目,,33.580365,130.402608
前橋市,宮地町,,36.340291,139.099653
堺市西区,太平寺,,34.50995,135.483037
久留米市,荒木町藤田,,33.263638,130.519859
山口市,小郡新町五丁目,,34.116712,131.401976
佐倉市,臼井,,35.736463,140.175872
神戸市中央区,旗塚通一丁目,,34.70529,135.204135
名古屋市北区,大我麻町,,35.233611,136.907908
清瀬市,中里三丁目,,35.782588,139.519388
いちき串木野市,住吉町,,31.715333,130.27458
草加市,金明町,,35.859352,139.786988
世田谷区,赤堤四丁目,,35.661812,139.63988
高岡市,五十里,,36.776462,136.991495
名古屋市中村区,剣町,,35.160603,136.84813
北九州市戸畑区,高峰二丁目,,33.887541,130.823944
大仙市,四ツ屋,長者屋敷,39.500387,140.462331
成田市,取香,,35.775917,140.380811
美唄市,茶志内町,,43.372285,141.847065
郡山市,安積荒井一丁目,,37.369215,140.356454
秋田市,新屋松美ガ丘北町,,39.704414,140.080424
福岡市博多区,竹下四丁目,,33.57049,130.431669
尼崎市,武庫元町三丁目,,34.756517,135.375722
釧路市,大楽毛南一丁目,,43.006835,144.298287
さいたま市緑区,大字下山口新田,,35.872424,139.715321
広島市佐伯区,石内北三丁目,,34.443876,132.389945
港区,港南二丁目,,35.624061,139.745516
さいたま市南区,辻八丁目,,35.831502,139.659949
長岡市,川中,,37.452257,138.896573
富山市,中川原,,36.675367,137.243178
大阪市平野区,喜連西一丁目,,34.615621,135.546535
四国中央市,上柏町,,33.977409,133.565508
葛飾区,金町五丁目,,35.76822,139.86677
浜田市,日脚町,,34.863145,132.031279
京都市右京区,嵯峨天龍寺北造路町,,35.017392,135.67917
杵築市,大字熊野,,33.387615,131.621084
名古屋市天白区,平針南一丁目,,35.109372,136.999546
愛西市,山路町,西郷付,35.150767,136.699531
多摩市,落川,,35.640796,139.437601
平塚市,片岡,,35.35758,139.297543
多摩市,連光寺六丁目,,35.633799,139.467347
鹿児島市,山田町,,31.55618,130.497214
杉並区,方南一丁目,,35.678433,139.663383
北区,浮間二丁目,,35.793382,139.696829
八尾市,老原六丁目,,34.606824,135.599365
金沢市,蚊爪町,は,36.632462,136.645207
前橋市,粕川町月田,,36.426593,139.205399
高島市,今津町下弘部,,35.410381,136.018087
土浦市,沖宿町,,36.070019,140.254377
伊丹市,森本二丁目,,34.781121,135.43171
藤沢市,葛原,,35.401342,139.44473
静岡市駿河区,大谷,,34.967666,138.425899
西宮市,津田町,,34.740095,135.345161
尼崎市,西向島町,,34.715446,135.404228
宇都宮市,上御田町,,36.505825,139.880019
横浜市青葉区,みたけ台,,35.554765,139.521283
鈴鹿市,南堀江二丁目,,34.881796,136.624597
金沢市,直江西一丁目,,36.612853,136.634917
三郷市,新和五丁目,,35.812165,139.878838
我孫子市,北新田,,35.8827,140.034948
たつの市,新宮町下笹,,34.933968,134.55651
大阪市西淀川区,姫里三丁目,,34.707796,135.45542
広島市佐伯区,五日市中央三丁目,,34.369785,132.35173
相模原市中央区,田名,,35.54852,139.336139
沼田市,上原町,,36.648527,139.064983
我孫子市,江蔵地,,35.870075,140.121748
仙台市宮城野区,蒲生,中屋倉,38.255524,140.98553
葛飾区,西水元六丁目,,35.78919,139.854141
大田区,東蒲田二丁目,,35.561632,139.726977
松戸市,三ケ月,,35.818615,139.920911
東大阪市,岩田町六丁目,,34.666716,135.602997
板橋区,小豆沢二丁目,,35.776225,139.695397
平塚市,横内,,35.36492,139.352136
岩沼市,南長谷,砂押,38.08223,140.847724
札幌市厚別区,もみじ台東六丁目,,43.029022,141.498832
大田原市,富池,,36.898178,140.033024
大野市,有明町,,35.981675,136.499888
座間市,座間一丁目,,35.491802,139.390363
堺市西区,鳳中町四丁,,34.532619,135.457257
札幌市手稲区,稲穂一条一丁目,,43.122835,141.232665
名古屋市中川区,万場二丁目,,35.156199,136.832232
稲沢市,坂田町,屋敷,35.210078,136.756274
八尾市,大字八尾木,,34.609522,135.61925
世田谷区,大蔵三丁目,,35.633073,139.606393
京都市中京区,西ノ京小倉町,,35.009108,135.740041
福津市,津屋崎,,33.796904,130.466922
半田市,亀崎相生町一丁目,,34.919077,136.963516
大分市,大字広内,,33.178785,131.729035
四日市市,千代田町,,35.033756,136.620444
国分寺市,南町三丁目,,35.698315,139.478456
富山市,呉羽町,,36.716327,137.175942
前橋市,富田町,,36.3892,139.142068
横須賀市,安浦町二丁目,,35.271331,139.677054
倉敷市,真備町岡田,,34.653947,133.7029
熊本市南区,城南町隈庄,,32.707316,130.734443
うるま市,字赤野,,26.371892,127.864285
町田市,本町田,,35.560328,139.447173
大津市,大石東五丁目,,34.912735,135.920616
中間市,大字下大隈,,33.811204,130.701446
富山市,婦中町広田,,36.622588,137.165292
渋川市,川島,,36.531102,138.969048
那珂市,菅谷,,36.432149,140.495759
堺市堺区,香ヶ丘町二丁,,34.587108,135.495448
木更津市,牛袋,,35.402861,139.95344
関市,武芸川町小知野,,35.536718,136.84072
一宮市,馬見塚,東見六,35.290362,136.820226
広島市佐伯区,五日市町大字石内,,34.409675,132.372161
守口市,南寺方北通一丁目,,34.723709,135.565336
横浜市青葉区,恩田町,,35.54702,139.487704
大府市,長根町四丁目,,35.024597,136.968103
神戸市灘区,上河原通三丁目,,34.711974,135.231498
二本松市,西町,,37.555026,140.409219
川崎市宮前区,有馬七丁目,,35.569401,139.578422
海南市,原野,,34.180347,135.297022
京都市左京区,田中玄京町,,35.032256,135.776492
