市区町村名,大字・丁目名,小字・通称名,緯度,経度
さいたま市北区,日進町二丁目,,35.93536,139.606766
広島市安佐南区,緑井八丁目,,34.479601,132.48401
西東京市,芝久保町二丁目,,35.726639,139.526826
焼津市,小土,,34.86727,138.285575
松山市,北条辻,,33.971272,132.777209
四日市市,智積町,,34.993873,136.543579
都留市,桂町,,35.534701,138.874026
橋本市,あやの台一丁目,,34.33648,135.648391
南城市,大里字大里,,26.178182,127.747691
和泉市,春木町,,34.43651,135.451518
仙台市宮城野区,岡田,上岡田,38.255222,140.9639
町田市,大蔵町,,35.585221,139.462607
大田区,南雪谷四丁目,,35.590142,139.682611
所沢市,和ケ原一丁目,,35.805478,139.409966
浦添市,字経塚,,26.23738,127.721572
市川市,田尻,,35.686563,139.946023
川口市,西青木一丁目,,35.815019,139.714622
京都市上京区,社横町,,35.035553,135.747807
松山市,北条,,33.977955,132.780637
多治見市,高根町一丁目,,35.358773,137.093379
川崎市宮前区,菅生三丁目,,35.595473,139.548002
北上市,和賀町横川目,十三地割,39.312461,140.975579
町田市,玉川学園四丁目,,35.56742,139.454409
船橋市,市場五丁目,,35.704746,140.001812
加西市,福居町,,34.92973,134.797472
稲城市,押立,,35.646458,139.510248
盛岡市,三本柳,二地割,39.664316,141.164112
守山市,立田町,,35.09848,135.977022
所沢市,三ケ島四丁目,,35.797379,139.412716
静岡市清水区,長崎新田,,35.018769,138.447905
広島市中区,富士見町,,34.387111,132.460377
喜多方市,字西四ツ谷,,37.650018,139.878612
和泉市,父鬼町,,34.391759,135.468474
青梅市,今井二丁目,,35.806212,139.313713
船橋市,薬円台四丁目,,35.714576,140.045038
広島市中区,吉島西一丁目,,34.374541,132.447768
あきる野市,雨間,,35.721393,139.29519
高岡市,荻布,,36.768478,137.037466
江東区,北砂七丁目,,35.676547,139.835207
豊中市,山ノ上町,,34.781381,135.455531
豊川市,野口町,道下,34.830309,137.35629
館山市,上真倉,,34.978653,139.862514
厚木市,愛甲,,35.422524,139.351695
高松市,香西本町,,34.346775,133.997265
横浜市港北区,綱島西一丁目,,35.539609,139.634469
広島市安佐南区,川内三丁目,,34.461661,132.490265
丹波市,青垣町惣持,,35.258394,134.954418
渋川市,祖母島,,36.522773,138.936624
彦根市,大堀町,,35.244403,136.264546
静岡市葵区,相生町,,34.978414,138.392375
富士見市,大字東大久保,,35.883741,139.548732
江戸川区,大杉三丁目,,35.702725,139.88287
柏崎市,大字新道,,37.321569,138.563945
横浜市保土ケ谷区,藤塚町,,35.449473,139.576794
函館市,米原町,,41.789263,140.858114
水戸市,元吉田町,,36.349093,140.471815
田原市,若見町,広畑,34.602764,137.175532
横浜市南区,六ツ川二丁目,,35.424098,139.578276
西宮市,甲子園六番町,,34.725128,135.365944
千葉市若葉区,中野町,,35.575471,140.269177
中野区,江古田四丁目,,35.724507,139.659319
知多市,南粕谷東坂一丁目,,34.939264,136.855582
成田市,東金山,,35.796978,140.339102
神戸市兵庫区,吉田町二丁目,,34.654622,135.167964
北上市,鳩岡崎,三地割,39.312797,141.084006
松戸市,平賀,,35.840181,139.934931
横浜市磯子区,洋光台五丁目,,35.375459,139.593407
八王子市,堀之内二丁目,,35.63135,139.406755
綾瀬市,本蓼川,,35.435693,139.448436
世田谷区,北沢三丁目,,35.666548,139.673027
登米市,登米町寺池,桜小路,38.654257,141.279012
横浜市青葉区,奈良町,,35.565787,139.476987
横手市,婦気大堤,下久保,39.304263,140.551181
各務原市,つつじが丘八丁目,,35.407894,136.934932
広島市佐伯区,坪井二丁目,,34.380137,132.34319
さいたま市浦和区,常盤七丁目,,35.866692,139.643924
静岡市駿河区,有明町,,34.96583,138.408638
堺市南区,檜尾,,34.479956,135.484948
枚方市,田口一丁目,,34.825216,135.675503
伊勢原市,高森四丁目,,35.418359,139.330437
目黒区,目黒本町五丁目,,35.621501,139.699977
広島市安佐南区,安東七丁目,,34.488152,132.460516
結城市,大字山王,,36.239576,139.888195
東近江市,上羽田町,,35.08557,136.15473
大阪市都島区,毛馬町四丁目,,34.722746,135.519313
金沢市,弓取町,,36.610533,136.641073
川崎市川崎区,浅田二丁目,,35.509194,139.701379
ふじみ野市,大井,,35.850906,139.51597
岡山市南区,彦崎,,34.546634,133.836846
世田谷区,等々力三丁目,,35.610557,139.647353
宮崎市,大字跡江,,31.93885,131.389215
盛岡市,西松園一丁目,,39.751183,141.156169
岐阜市,打越,,35.463855,136.763106
江東区,東砂七丁目,,35.669915,139.840601
福島市,北沢又,下八計,37.785861,140.443463
太田市,新田大根町,,36.306315,139.288833
糸満市,字豊原,,26.143603,127.703957
足立区,西新井六丁目,,35.779626,139.775591
三木市,別所町小林,,34.773614,134.981303
松戸市,新松戸南一丁目,,35.821984,139.913284
北区,中里三丁目,,35.739802,139.751411
神戸市垂水区,美山台三丁目,,34.643154,135.070338
川崎市多摩区,布田,,35.632652,139.547874
松戸市,新松戸三丁目,,35.822851,139.91816
江南市,安良町池尻,,35.321516,136.886245
伊豆市,湯ケ島,,34.871083,138.92412
いわき市,山田町,西ノ内前,36.925975,140.753477
赤穂市,中広,,34.735153,134.381615
大牟田市,大字草木,,33.050707,130.470196
霧島市,隼人町見次,,31.739286,130.738925
郡山市,町東一丁目,,37.421083,140.349773
茨木市,大字車作,,34.89073,135.559625
広島市安佐南区,長楽寺三丁目,,34.473137,132.423072
堺市堺区,南陵町三丁,,34.553168,135.47156
明石市,二見町福里,,34.714934,134.892742
苫小牧市,字錦岡,,42.627834,141.486634
港区,浜松町二丁目,,35.655639,139.755566
ふじみ野市,駒林,,35.873185,139.546201
大牟田市,大字勝立,,33.010703,130.484174
春日部市,赤沼,,35.947633,139.802827
仙台市青葉区,中山四丁目,,38.292134,140.838917
尼崎市,田能五丁目,,34.770608,135.434882
奈良市,和田町,,34.660477,135.906139
あきる野市,菅生,,35.750057,139.289627
戸田市,笹目八丁目,,35.80653,139.646163
本庄市,栗崎,,36.21546,139.18287
春日部市,大衾,,35.980558,139.811164
出雲市,多伎町多岐,,35.286554,132.632503
横浜市都筑区,川和町,,35.530714,139.545777
小樽市,朝里川温泉一丁目,,43.137028,141.040922
福知山市,大江町波美,,35.385791,135.156278
杉並区,久我山四丁目,,35.689197,139.599587
大阪市中央区,道修町二丁目,,34.688305,135.505111
西尾市,一色町大塚,竹荒井,34.804155,137.045297
豊川市,牛久保町,常盤,34.811162,137.382111
豊島区,長崎五丁目,,35.732736,139.680244
名古屋市守山区,大永寺町,,35.206428,136.95851
豊島区,巣鴨四丁目,,35.738418,139.733145
品川区,西五反田七丁目,,35.622905,139.719308
八幡市,八幡三反長,,34.863871,135.708521
浦安市,堀江六丁目,,35.653562,139.893494
葛飾区,立石三丁目,,35.739966,139.843143
名護市,字済井出,,26.667141,128.021928
藤沢市,宮前,,35.33584,139.506273
豊見城市,字我那覇,,26.183158,127.667164
筑西市,大関,,36.340544,139.99935
文京区,千石四丁目,,35.728564,139.741145
武雄市,西川登町大字小田志,,33.12172,129.987862
福知山市,石原二丁目,,35.298428,135.179112
仙台市太白区,八木山本町二丁目,,38.240352,140.843126
上尾市,大字上野,,35.943458,139.562974
豊島区,千川一丁目,,35.737468,139.694335
岡山市南区,中畦,,34.588507,133.855875
藤沢市,高倉,,35.413351,139.475387
吹田市,元町,,34.759851,135.523518
岐阜市,石原一丁目,,35.494122,136.829051
鹿沼市,松原四丁目,,36.553232,139.81274
東大阪市,金岡三丁目,,34.635823,135.585252
横浜市都筑区,勝田町,,35.544372,139.593458
いわき市,平下平窪,鍛冶内,37.078418,140.880647
北区,堀船三丁目,,35.752964,139.747925
小山市,大字中里,,36.291954,139.737152
松戸市,栄町西三丁目,,35.81383,139.895852
大阪市東住吉区,住道矢田二丁目,,34.602378,135.53952
札幌市手稲区,手稲前田,,43.153719,141.247339
大阪市生野区,舎利寺二丁目,,34.648461,135.538871
富山市,上千俵町,,36.621036,137.251294
太田市,由良町,,36.282717,139.344472
松本市,大字新村,,36.221655,137.917873
富岡市,上高瀬,,36.242727,138.867384
大津市,大江七丁目,,34.974029,135.927452
杉並区,天沼二丁目,,35.709827,139.623845
日光市,和泉,,36.725494,139.664956
藤沢市,下土棚,,35.406855,139.460445
下関市,菊川町大字上大野,,34.107747,131.053207
宮崎市,高岡町花見,,31.938507,131.325891
阿賀野市,笹岡,,37.842109,139.267412
桑名市,大字安永,,35.049682,136.676529
大阪市東淀川区,瑞光一丁目,,34.749148,135.534871
名古屋市瑞穂区,亀城町四丁目,,35.135699,136.924383
八千代市,上高野,,35.725431,140.140561
沼津市,東椎路,,35.125019,138.842892
城陽市,寺田,宮ノ谷,34.85743,135.794328
大阪市北区,中津一丁目,,34.711691,135.496162
たつの市,新宮町段之上,,34.909438,134.546342
宝塚市,境野,土道ノ橋,34.897244,135.305075
豊見城市,字我那覇,,26.181879,127.669656
北区,田端五丁目,,35.738516,139.757046
船橋市,小室町,,35.795079,140.071023
小松市,義仲町,,36.414811,136.417706
茅ヶ崎市,芹沢,,35.380709,139.412257
新潟市西区,内野町,,37.855798,138.935879
墨田区,墨田四丁目,,35.732581,139.821388
福岡市中央区,地行浜二丁目,,33.594196,130.365265
摂津市,千里丘七丁目,,34.783981,135.54046
坂戸市,大字中小坂,,35.945959,139.435028
春日部市,六軒町,,35.968634,139.785235
宇佐市,大字長洲,,33.574062,131.374751
川崎市宮前区,有馬一丁目,,35.576659,139.578023
倉敷市,大内,,34.608494,133.754072
大田区,山王二丁目,,35.590969,139.721666
徳島市,東新町二丁目,,34.069359,134.548754
世田谷区,下馬二丁目,,35.643502,139.679438
中央区,東日本橋二丁目,,35.69397,139.787165
横須賀市,森崎四丁目,,35.24822,139.67407
延岡市,大峡町,,32.628405,131.679902
枚方市,村野本町,,34.801562,135.667066
旭川市,東旭川町上兵村,,43.773903,142.452308
新潟市中央区,早川町二丁目,,37.929957,139.05035
長久手市,段の上,,35.184632,137.032297
糸満市,字糸洲,,26.101526,127.673404
横浜市戸塚区,上倉田町,,35.39466,139.535287
福山市,金江町藁江,,34.43743,133.290284
日光市,土沢,,36.693681,139.723724
宜野湾市,字佐真下,,26.263211,127.750245
宇部市,大字東岐波,,33.982158,131.338777
港区,白金二丁目,,35.640693,139.729785
越谷市,大字大竹,,35.918345,139.767867
瑞穂市,宝江,,35.371833,136.665423
廿日市市,上平良,,34.36171,132.299402
仙台市宮城野区,岩切,三所南,38.299519,140.947683
岩出市,吉田,,34.268748,135.280778
日進市,浅田町,西田面,35.127474,137.017077
福岡市博多区,東月隈五丁目,,33.577065,130.47227
流山市,大字北,,35.887148,139.905172
彦根市,大堀町,,35.245306,136.260295
郡山市,字東宿,,37.402413,140.389337
京都市南区,唐橋西寺町,,34.979635,135.736749
高崎市,中里見町,,36.372963,138.904221
横浜市瀬谷区,阿久和東一丁目,,35.458751,139.505292
豊田市,伊保町,百々ケ沢,35.129612,137.157862
飯塚市,伊川,,33.64799,130.647115
千葉市中央区,問屋町,,35.601739,140.113556
宮崎市,大字富吉,,31.945808,131.354574
佐伯市,大字戸穴,,33.021019,131.88875
堺市北区,金岡町,,34.556476,135.51906
あま市,上萱津,八剱,35.193066,136.837011
臼杵市,大字福良,,33.113152,131.795026
八王子市,越野,,35.630315,139.391453
川崎市麻生区,岡上,,35.578972,139.47845
行田市,大字荒木,,36.169047,139.472451
倉敷市,玉島長尾,,34.570102,133.683599
牛久市,田宮町,,35.975211,140.133904
福岡市南区,寺塚二丁目,,33.557611,130.40387
新宿区,袋町,,35.700559,139.738141
奈良市,三条宮前町,,34.680395,135.816602
神戸市北区,ひよどり台三丁目,,34.698209,135.126651
東大阪市,柏田西一丁目,,34.649258,135.567703
高松市,牟礼町牟礼,,34.338997,134.137846
名古屋市昭和区,御器所通二丁目,,35.149372,136.932544
田村市,船引町春山,戸ノ内,37.430361,140.548373
高崎市,倉賀野町,,36.302638,139.038693
伊達市,保原町,舟橋,37.818875,140.560821
越谷市,花田一丁目,,35.907012,139.796146
杉並区,和田三丁目,,35.694577,139.65529
周南市,都町二丁目,,34.055497,131.80057
津山市,高野本郷,,35.074703,134.056561
高松市,新田町,,34.326907,134.106908
那覇市,字真地,,26.207134,127.718256
世田谷区,豪徳寺二丁目,,35.649944,139.647261
春日井市,西本町三丁目,,35.238121,136.930043
入間市,大字根岸,,35.817625,139.359545
半田市,乙川殿町,,34.906623,136.942753
横須賀市,秋谷,,35.25262,139.592691
茅野市,豊平,,36.007586,138.189384
嬉野市,嬉野町大字岩屋川内,乙,33.083112,129.977119
野田市,新田戸,,36.056769,139.802296
三条市,尾崎,,37.616482,138.887196
佐野市,葛生東一丁目,,36.399539,139.608882
宜野湾市,大山四丁目,,26.283334,127.750048
深川市,音江町,,43.68281,142.045478
葛飾区,新小岩四丁目,,35.719814,139.865617
大阪市北区,堂島浜一丁目,,34.695587,135.497906
仙台市泉区,高森四丁目,,38.33355,140.849552
南九州市,頴娃町牧之内,,31.258409,130.4936
古河市,久能,,36.15429,139.780124
宇都宮市,上金井町,,36.640868,139.850609
武雄市,北方町大字志久,,33.215428,130.081159
練馬区,中村三丁目,,35.730966,139.637401
八街市,東吉田,,35.640937,140.298126
新座市,新座三丁目,,35.820346,139.555009
川西市,久代五丁目,,34.802575,135.411322
倉敷市,真備町市場,,34.643726,133.694389
取手市,白山二丁目,,35.903128,140.058848
青森市,大字新城,山田,40.826588,140.668997
廿日市市,宮島町,,34.30059,132.322107
八尾市,沼三丁目,,34.585228,135.603591
福岡市城南区,田島三丁目,,33.566132,130.370572
名古屋市中川区,法華二丁目,,35.126317,136.846377
八王子市,美山町,,35.69435,139.246072
川崎市川崎区,富士見一丁目,,35.530531,139.707689
松本市,波田,中下原,36.173328,137.845598
荒川区,町屋一丁目,,35.74346,139.781623
加古川市,野口町北野,,34.75799,134.869102
武雄市,北方町大字大崎,,33.225247,130.039825
奥州市,水沢姉体町,若草,39.123092,141.174568
鴻巣市,人形三丁目,,36.052501,139.523124
伊達市,保原町,赤橋,37.816805,140.556862
徳島市,八多町,仕出,33.996357,134.51726
和歌山市,野崎,,34.244637,135.158857
杉並区,荻窪三丁目,,35.696868,139.628372
大阪市東淀川区,南江口三丁目,,34.753936,135.553295
富士市,大淵,,35.21083,138.667342
滑川市,大林,,36.749968,137.41161
一宮市,小信中島,郷中,35.309035,136.747309
蒲郡市,西迫町,荒子,34.83321,137.196742
大阪市平野区,平野上町一丁目,,34.628427,135.549904
土浦市,手野町,,36.101767,140.232755
海津市,平田町勝賀,,35.283967,136.667755
大和市,福田,,35.430127,139.455102
甲府市,川田町,,35.654723,138.62834
金沢市,古府一丁目,,36.564304,136.606919
越前市,矢船町,,35.888648,136.177114
狭山市,大字下奥富,,35.877392,139.424813
柏原市,玉手町,,34.564516,135.62606
八幡市,八幡神原,,34.872836,135.704192
小田原市,久野,,35.272928,139.151058
裾野市,今里,,35.230705,138.886099
みどり市,笠懸町鹿,,36.383311,139.282677
宮崎市,下原町,,31.920741,131.43114
藤沢市,石川,,35.39402,139.447805
糸魚川市,大字能生小泊,,37.110931,138.001858
石垣市,字登野城,,24.336429,124.165491
さいたま市北区,日進町二丁目,,35.928156,139.611615
札幌市白石区,北郷六条三丁目,,43.065298,141.416556
札幌市西区,西町北六丁目,,43.080285,141.290554
輪島市,鳳至町,下町,37.398229,136.899011
豊田市,堤町,平松,35.052821,137.090365
厚木市,七沢,,35.45085,139.287458
八尾市,木の本二丁目,,34.598584,135.587172
横浜市磯子区,岡村七丁目,,35.41234,139.613299
浦安市,入船二丁目,,35.645721,139.910843
